tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,favorite_count,retweet_count,jpg_url,img_num,prediction1,p1_conf,p1_dog,prediction2,p2_conf,p2_dog,prediction3,p3_conf,p3_dog
846042936437604353,,,2017-03-26 16:55:29+00:00,Twitter for iphone,Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,,,,https://twitter.com/dog_rates/status/846042936437604353/photo/1,12.0,10.0,Jarvis,,17256.0,3224.0,,1,Golden Retriever,96.11,True,Labrador Retriever,1.67,True,Tibetan Mastiff,0.908,True
845812042753855489,,,2017-03-26 01:38:00+00:00,Twitter for iphone,We usually don't rate polar bears but this one seems extra good. Majestic as h*ck. 13/10 would hug for a while https://t.co/TLNexlqzXP,,,,"https://twitter.com/dog_rates/status/845812042753855489/photo/1,https://twitter.com/dog_rates/status/845812042753855489/photo/1,https://twitter.com/dog_rates/status/845812042753855489/photo/1,https://twitter.com/dog_rates/status/845812042753855489/photo/1",13.0,10.0,,,31737.0,9894.0,,1,Samoyed,97.98,True,Chow,1.59,True,White Wolf,0.13,False
845677943972139009,,,2017-03-25 16:45:08+00:00,Twitter for iphone,"C'mon guys. Please only send in dogs. We only rate dogs, not Exceptional-Tongued Peruvian Floor Bears. Thank you... 12/10 https://t.co/z30iQLiXNo",,,,https://twitter.com/dog_rates/status/845677943972139009/photo/1,12.0,10.0,,,27154.0,5365.0,,1,Chow,80.87,True,Groenendael,12.31,True,Newfoundland,2.214,True
845397057150107648,,,2017-03-24 22:08:59+00:00,Twitter for iphone,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",,,,"https://www.gofundme.com/help-save-a-pup,https://twitter.com/dog_rates/status/845397057150107648/photo/1,https://twitter.com/dog_rates/status/845397057150107648/photo/1",13.0,10.0,Mimosa,doggo,8241.0,2072.0,,1,Dandie Dinmont,39.44,True,Maltese Dog,18.65,True,West Highland White Terrier,18.198,True
845306882940190720,,,2017-03-24 16:10:40+00:00,Twitter for iphone,This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,,,,https://twitter.com/dog_rates/status/845306882940190720/photo/1,12.0,10.0,Pickles,pupper,25225.0,6039.0,,1,Irish Water Spaniel,56.75,True,Labrador Retriever,16.95,True,Curly-Coated Retriever,10.152,True
844979544864018432,7.590995235327795e+17,4196983835.0,2017-03-23 18:29:57+00:00,Twitter for iphone,"PUPDATE: I'm proud to announce that Toby is 236 days sober. Pupgraded to a 13/10. We're all very proud of you, Toby https://t.co/a5OaJeRl9B",,,,"https://twitter.com/dog_rates/status/844979544864018432/photo/1,https://twitter.com/dog_rates/status/844979544864018432/photo/1,https://twitter.com/dog_rates/status/844979544864018432/photo/1",13.0,10.0,,,14738.0,2909.0,,3,Tennis Ball,99.93,False,Racket,0.04,False,Shetland Sheepdog,0.013,True
844973813909606400,,,2017-03-23 18:07:10+00:00,Twitter for iphone,"This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't give in, Brady https://t.co/B1iBuSq3hr",,,,https://twitter.com/dog_rates/status/844973813909606400/photo/1,12.0,10.0,Brady,,16361.0,3617.0,,1,Labrador Retriever,74.24,True,Golden Retriever,19.52,True,Chihuahua,1.732,True
844704788403113984,,,2017-03-23 00:18:10+00:00,Twitter for iphone,This is Luna. It's her first time outside and a bee stung her nose. Completely h*ckin uncalled for. 13/10 where's the bee I just wanna talk https://t.co/2RYiLGHuPN,,,,https://twitter.com/dog_rates/status/844704788403113984/photo/1,13.0,10.0,Luna,,42022.0,11633.0,,1,Labrador Retriever,98.02,True,Golden Retriever,0.7,True,Beagle,0.315,True
844580511645339650,,,2017-03-22 16:04:20+00:00,Twitter for iphone,This is Charlie. He wants to know if you have a moment to talk about washing machine insurance policies. 11/10 would hear him out https://t.co/gAzPqT7uyk,,,,https://twitter.com/dog_rates/status/844580511645339650/photo/1,11.0,10.0,Charlie,,17871.0,3533.0,,1,Washer,90.31,False,Dishwasher,3.25,False,Printer,1.646,False
844223788422217728,,,2017-03-21 16:26:50+00:00,Twitter for iphone,This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would forgive then pet https://t.co/H38HB6rBTx,,,,https://twitter.com/dog_rates/status/844223788422217728/photo/1,12.0,10.0,Margo,,14753.0,2450.0,,1,Labrador Retriever,71.95,True,Chesapeake Bay Retriever,12.2,True,Newfoundland,3.883,True
843856843873095681,,,2017-03-20 16:08:44+00:00,Twitter for iphone,Say hello to Sadie and Daisy. They do all their shopping together. Can never agree on what to get. Like an old married pupple. Both 12/10 https://t.co/f5C5l5wa0e,,,,https://twitter.com/dog_rates/status/843856843873095681/photo/1,12.0,10.0,Sadie,,23211.0,5220.0,,1,Labrador Retriever,92.25,True,Golden Retriever,7.44,True,Great Pyrenees,0.232,True
843604394117681152,,,2017-03-19 23:25:35+00:00,Twitter for iphone,This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC,,,,https://twitter.com/dog_rates/status/843604394117681152/photo/1,11.0,10.0,Hank,,18310.0,3081.0,,1,Labrador Retriever,43.06,True,Golden Retriever,26.36,True,Great Pyrenees,17.938,True
843235543001513987,,,2017-03-18 22:59:54+00:00,Twitter for iphone,This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds. 13/10 inspirational as h*ck https://t.co/DKwp2ByMsL,,,,"https://twitter.com/dog_rates/status/843235543001513987/photo/1,https://twitter.com/dog_rates/status/843235543001513987/photo/1,https://twitter.com/dog_rates/status/843235543001513987/photo/1",13.0,10.0,Tycho,,23315.0,6852.0,,1,Pembroke,95.85,True,Cardigan,2.38,True,Chihuahua,0.527,True
842846295480000512,,,2017-03-17 21:13:10+00:00,Twitter for iphone,This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs,,,,https://twitter.com/dog_rates/status/842846295480000512/photo/1,13.0,10.0,Charlie,,16440.0,4023.0,,1,Labrador Retriever,46.11,True,Golden Retriever,15.49,True,Chihuahua,11.025,True
842765311967449089,,,2017-03-17 15:51:22+00:00,Twitter for iphone,"Meet Indie. She's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help Indie

https://t.co/fvGkIuAlFK https://t.co/kiCFtmJd7l",,,,"https://www.gofundme.com/get-indie-home/,https://twitter.com/dog_rates/status/842765311967449089/photo/1,https://twitter.com/dog_rates/status/842765311967449089/photo/1",12.0,10.0,Indie,,7321.0,1439.0,,1,Tub,66.52,False,Bucket,10.52,False,Labrador Retriever,2.934,True
842535590457499648,,,2017-03-17 00:38:32+00:00,Twitter for iphone,This is Winnie. She lost her body saving a children's hospital from an avalanche. 13/10 what a h*ckin hero https://t.co/Tf0rh9ZgZe,,,,https://twitter.com/dog_rates/status/842535590457499648/photo/1,13.0,10.0,Winnie,,19637.0,3937.0,,1,Pembroke,68.51,True,Cardigan,31.46,True,Basenji,0.016,True
842163532590374912,,,2017-03-16 00:00:07+00:00,Twitter for iphone,Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug with permission https://t.co/o6E0hB3xZl,,,,"https://twitter.com/dog_rates/status/842163532590374912/photo/1,https://twitter.com/dog_rates/status/842163532590374912/photo/1",12.0,10.0,George,,26569.0,6568.0,,2,French Bulldog,89.12,True,Soccer Ball,2.28,False,Bull Mastiff,1.285,True
842115215311396866,,,2017-03-15 20:48:07+00:00,Twitter for iphone,This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy,,,,"https://twitter.com/dog_rates/status/842115215311396866/photo/1,https://twitter.com/dog_rates/status/842115215311396866/photo/1,https://twitter.com/dog_rates/status/842115215311396866/photo/1",12.0,10.0,Bentley,,15204.0,3386.0,,1,Chow,29.35,True,Newfoundland,18.13,True,Schipperke,12.515,True
841680585030541313,,,2017-03-14 16:01:03+00:00,Twitter for iphone,"This is Penny. She's a dragon slayer. Feared by most, if not all, dragons. Showing off her latest victim here. 12/10 would pet with caution https://t.co/qUOijSlPnj",,,,https://twitter.com/dog_rates/status/841680585030541313/photo/1,12.0,10.0,Penny,,27854.0,8748.0,,1,Chihuahua,54.74,True,Bow Tie,19.84,False,Pembroke,5.849,True
841439858740625411,,,2017-03-14 00:04:30+00:00,Twitter for iphone,Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for all https://t.co/SVNMdFqKDL,,,,"https://twitter.com/dog_rates/status/841439858740625411/photo/1,https://twitter.com/dog_rates/status/841439858740625411/photo/1,https://twitter.com/dog_rates/status/841439858740625411/photo/1,https://twitter.com/dog_rates/status/841439858740625411/photo/1",14.0,10.0,,doggo,13755.0,4168.0,,3,Military Uniform,85.37,False,Labrador Retriever,4.82,True,Groenendael,1.539,True
841314665196081154,,,2017-03-13 15:47:01+00:00,Twitter Web Client,This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening. 13/10 very good stubborn boy https://t.co/9lVAqDEvZ5,,,,https://twitter.com/dog_rates/status/841314665196081154/video/1,13.0,10.0,Max,,17305.0,5312.0,,1,Afghan Hound,90.37,True,Saluki,3.52,True,Bloodhound,2.657,True
841077006473256960,,,2017-03-13 00:02:39+00:00,Twitter for iphone,This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,,,,https://twitter.com/dog_rates/status/841077006473256960/photo/1,12.0,10.0,Dawn,,24926.0,5991.0,,1,Brittany Spaniel,96.3,True,Blenheim Spaniel,1.48,True,Clumber,0.956,True
840696689258311684,,,2017-03-11 22:51:24+00:00,Twitter for iphone,I didn't even have to intervene. Took him 4 minutes to realize his error. 10/10 for Kevin https://t.co/2gclc1MNr7,,,,https://twitter.com/dog_rates/status/840696689258311684/photo/1,10.0,10.0,,,13377.0,1116.0,,1,Web Site,84.18,False,Rule,0.71,False,Envelope,0.682,False
840632337062862849,,,2017-03-11 18:35:42+00:00,Twitter for iphone,"Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o",,,,"https://www.gofundme.com/3hgsuu0,https://twitter.com/dog_rates/status/840632337062862849/photo/1",12.0,10.0,Maddie,,9761.0,1972.0,,1,Golden Retriever,71.11,True,Cocker Spaniel,15.79,True,Labrador Retriever,5.958,True
840370681858686976,,,2017-03-11 01:15:58+00:00,Twitter for iphone,You have been visited by the magical sugar jar puggo. He has granted you three boops. 13/10 would use immediately https://t.co/76iL7JUQdG,,,,https://twitter.com/dog_rates/status/840370681858686976/photo/1,13.0,10.0,,,17918.0,5146.0,,1,Teapot,98.18,False,Cup,1.4,False,Coffeepot,0.242,False
840268004936019968,,,2017-03-10 18:27:58+00:00,Twitter for iphone,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,,,,"https://twitter.com/dog_rates/status/840268004936019968/photo/1,https://twitter.com/dog_rates/status/840268004936019968/photo/1,https://twitter.com/dog_rates/status/840268004936019968/photo/1,https://twitter.com/dog_rates/status/840268004936019968/photo/1",12.0,10.0,Monty,,20950.0,6497.0,,3,Chesapeake Bay Retriever,86.4,True,Labrador Retriever,5.26,True,Kelpie,3.257,True
839990271299457024,,,2017-03-10 00:04:21+00:00,Twitter for iphone,Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr,,,,"https://twitter.com/dog_rates/status/839990271299457024/photo/1,https://twitter.com/dog_rates/status/839990271299457024/photo/1",13.0,10.0,Sojourner,,14640.0,2597.0,,2,Staffordshire Bullterrier,60.49,True,American Staffordshire Terrier,31.15,True,Boston Bull,3.716,True
839549326359670784,,,2017-03-08 18:52:12+00:00,Twitter for iphone,"Meet Winston. He knows he's a little too big for the swing, but he doesn't care. Kindly requests a push. 12/10 would happily oblige https://t.co/GuxEXTdnMu",,,,https://twitter.com/dog_rates/status/839549326359670784/photo/1,12.0,10.0,Winston,,29957.0,8805.0,,1,Swing,39.35,False,Norwich Terrier,5.25,True,Pembroke,4.99,True
839239871831150596,,,2017-03-07 22:22:32+00:00,Twitter for iphone,This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm,,,,"https://twitter.com/dog_rates/status/839239871831150596/photo/1,https://twitter.com/dog_rates/status/839239871831150596/photo/1,https://twitter.com/dog_rates/status/839239871831150596/photo/1",13.0,10.0,Odie,,29684.0,7422.0,,3,Leonberg,92.7,True,Newfoundland,5.0,True,Saint Bernard,1.073,True
838921590096166913,,,2017-03-07 01:17:48+00:00,Twitter for iphone,This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv,,,,https://twitter.com/dog_rates/status/838921590096166913/photo/1,13.0,10.0,Arlo,,12183.0,2357.0,,1,Border Terrier,66.45,True,Brabancon Griffon,17.05,True,Yorkshire Terrier,8.782,True
838561493054533637,,,2017-03-06 01:26:54+00:00,Twitter for iphone,This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13/10 Walter isn't so sure https://t.co/0av1PEehFI,,,,https://twitter.com/dog_rates/status/838561493054533637/photo/1,13.0,10.0,Walter,,11892.0,1504.0,,1,Kelpie,21.66,True,Doormat,14.0,False,Dalmatian,13.282,True
838476387338051585,,,2017-03-05 19:48:43+00:00,Twitter for iphone,This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI,,,,"https://twitter.com/dog_rates/status/838476387338051585/photo/1,https://twitter.com/dog_rates/status/838476387338051585/photo/1,https://twitter.com/dog_rates/status/838476387338051585/photo/1",13.0,10.0,Stanley,,24664.0,5484.0,,3,Great Pyrenees,99.77,True,Kuvasz,0.1,True,Newfoundland,0.04,True
838083903487373313,,,2017-03-04 17:49:08+00:00,Twitter for iphone,This is Daisy. She's puppears to be rare as all h*ck. Only seven like her currently domesticated. 13/10 pettable af https://t.co/meUc8jufAO,,,,"https://twitter.com/dog_rates/status/838083903487373313/photo/1,https://twitter.com/dog_rates/status/838083903487373313/photo/1",13.0,10.0,Daisy,,19183.0,3582.0,,2,Chow,80.1,True,Seat Belt,16.41,False,Pomeranian,1.798,True
837820167694528512,,,2017-03-04 00:21:08+00:00,Twitter for iphone,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH",,,,"https://twitter.com/dog_rates/status/837820167694528512/photo/1,https://twitter.com/dog_rates/status/837820167694528512/photo/1",12.0,10.0,,pupper,37277.0,8952.0,,1,Golden Retriever,88.76,True,Labrador Retriever,6.87,True,Kuvasz,3.039,True
837482249356513284,,,2017-03-03 01:58:22+00:00,Twitter for iphone,This is Waffles. He's a ship captain in real life and in @GoodDogsGame. Must've gotten to the max level (wink) 13/10 would sail with https://t.co/Z3LAaV2pKz,,,,"https://twitter.com/dog_rates/status/837482249356513284/photo/1,https://twitter.com/dog_rates/status/837482249356513284/photo/1",13.0,10.0,Waffles,,4204.0,495.0,,2,Birdhouse,54.12,False,Can Opener,12.11,False,Carton,5.614,False
837471256429613056,,,2017-03-03 01:14:41+00:00,Twitter for iphone,This is Vincent. He's suave as h*ck. Will be your copilot this evening. Claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzXSVi3,,,,"https://twitter.com/dog_rates/status/837471256429613056/photo/1,https://twitter.com/dog_rates/status/837471256429613056/photo/1",12.0,10.0,Vincent,,13967.0,2631.0,,1,Norwegian Elkhound,97.63,True,Keeshond,1.4,True,Seat Belt,0.211,False
837366284874571778,,,2017-03-02 18:17:34+00:00,Twitter for iphone,This is Lucy. She has a portrait of herself on her ear. Excellent for identification pupposes. 13/10 innovative af https://t.co/uNmxbL2lns,,,,https://twitter.com/dog_rates/status/837366284874571778/photo/1,13.0,10.0,Lucy,puppo,23074.0,6005.0,,1,American Staffordshire Terrier,66.01,True,Staffordshire Bullterrier,33.49,True,Dalmatian,0.27,True
837110210464448512,,,2017-03-02 01:20:01+00:00,Twitter for iphone,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,,,,https://twitter.com/dog_rates/status/837110210464448512/photo/1,13.0,10.0,Clark,pupper,17480.0,2731.0,,1,Siberian Husky,76.77,True,Eskimo Dog,21.71,True,Malamute,1.166,True
836989968035819520,,,2017-03-01 17:22:13+00:00,Twitter for iphone,This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someone lower him https://t.co/beWUzGVKRM,,,,https://twitter.com/dog_rates/status/836989968035819520/photo/1,12.0,10.0,Mookie,,13879.0,2610.0,,1,Shopping Cart,57.24,False,Shopping Basket,41.4,False,Toy Poodle,0.589,True
836753516572119041,,,2017-03-01 01:42:39+00:00,Twitter for iphone,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,,,,https://twitter.com/dog_rates/status/836753516572119041/photo/1,12.0,10.0,Meera,doggo,21029.0,5237.0,,1,Mortarboard,93.69,False,Academic Gown,2.08,False,Schipperke,1.156,True
836677758902222849,,,2017-02-28 20:41:37+00:00,Twitter for iphone,Say hello to Oliver. He's pretty exotic. Fairly pupset as well. Too many midterms coming pup. 11/10 would pet with extreme caution https://t.co/fGAPAsxjKs,,,,"https://twitter.com/dog_rates/status/836677758902222849/photo/1,https://twitter.com/dog_rates/status/836677758902222849/photo/1",11.0,10.0,Oliver,,13782.0,2522.0,,2,Leopard,79.74,False,Jaguar,9.55,False,Snow Leopard,7.969,False
836380477523124226,,,2017-02-28 01:00:19+00:00,Twitter for iphone,"This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",,,,https://twitter.com/dog_rates/status/836380477523124226/photo/1,12.0,10.0,Ava,pupper,16037.0,3337.0,,1,Wooden Spoon,8.25,False,Sliding Door,6.1,False,Grand Piano,5.509,False
836260088725786625,,,2017-02-27 17:01:56+00:00,Twitter for iphone,This is Lucy. She spent all morning overseeing the shoveling of the driveway. H*ckin hard work. 13/10 very good girl Lucy https://t.co/gA2GECjiQD,,,,https://twitter.com/dog_rates/status/836260088725786625/photo/1,13.0,10.0,Lucy,,23177.0,4850.0,,1,Borzoi,56.47,True,Ice Bear,7.83,False,Pembroke,5.792,True
836001077879255040,,,2017-02-26 23:52:43+00:00,Twitter for iphone,Atlas is back and this time he's prettier than the sunset. Seems to be aware of it too. 13/10 would give modeling contract https://t.co/uRdKlFArQE,,,,"https://twitter.com/dog_rates/status/836001077879255040/photo/1,https://twitter.com/dog_rates/status/836001077879255040/photo/1,https://twitter.com/dog_rates/status/836001077879255040/photo/1,https://twitter.com/dog_rates/status/836001077879255040/photo/1",13.0,10.0,,,20924.0,4935.0,,4,Samoyed,96.36,True,White Wolf,1.98,False,Malamute,0.59,True
835574547218894849,,,2017-02-25 19:37:50+00:00,Twitter for iphone,This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10 https://t.co/cVQEnUQd8q,,,,"https://twitter.com/dog_rates/status/835574547218894849/photo/1,https://twitter.com/dog_rates/status/835574547218894849/photo/1",11.0,10.0,Eli,,19447.0,4121.0,,1,Staffordshire Bullterrier,61.07,True,Muzzle,13.21,False,American Staffordshire Terrier,10.954,True
835297930240217089,,,2017-02-25 01:18:40+00:00,Twitter for iphone,Meet Ash. He's a Benebop Cumberplop. Quite rare. Fairly portable. Lil sandy tho. Clearly knows something you don't. 12/10 would hug softly https://t.co/1U0z6r5LSO,,,,https://twitter.com/dog_rates/status/835297930240217089/photo/1,12.0,10.0,Ash,,17847.0,3381.0,,1,Rottweiler,34.13,True,Border Terrier,33.62,True,Gordon Setter,4.545,True
835264098648616962,,,2017-02-24 23:04:14+00:00,Twitter for iphone,"Meet Lola. Her hobbies include being precious af and using her foot as a toothbrush. 12/10 Lola requests your help

https://t.co/FYFyHh7rir https://t.co/IiB7ggduoU",,,,"https://www.gofundme.com/lolas-life-saving-surgery-funds,https://twitter.com/dog_rates/status/835264098648616962/photo/1,https://twitter.com/dog_rates/status/835264098648616962/photo/1",12.0,10.0,Lola,,8503.0,1939.0,,2,Hyena,73.69,False,Chesapeake Bay Retriever,8.75,True,Meerkat,4.206,False
835172783151792128,,,2017-02-24 17:01:22+00:00,Twitter for iphone,We only rate dogs. Please don't send in any non-canines like this Floppy Tongued House Panda. Thank you... 12/10 would still pet https://t.co/8fX2VkExnL,,,,"https://twitter.com/dog_rates/status/835172783151792128/photo/1,https://twitter.com/dog_rates/status/835172783151792128/photo/1",12.0,10.0,,,28552.0,6516.0,,2,Border Collie,66.31,True,Collie,15.25,True,Cardigan,3.547,True
835152434251116546,,,2017-02-24 15:40:31+00:00,Twitter for iphone,When you're so blinded by your systematic plagiarism that you forget what day it is. 0/10 https://t.co/YbEJPkg4Ag,,,,"https://twitter.com/dog_rates/status/835152434251116546/photo/1,https://twitter.com/dog_rates/status/835152434251116546/photo/1,https://twitter.com/dog_rates/status/835152434251116546/photo/1",0.0,10.0,,,24574.0,3443.0,,3,Swing,96.71,False,American Staffordshire Terrier,1.27,True,Staffordshire Bullterrier,0.704,True
834931633769889797,,,2017-02-24 01:03:08+00:00,Twitter for iphone,This is Tucker. He decided it was time to part ways with his favorite ball. We captured the emotional farewell on camera. 12/10 https://t.co/jTe7Y6P0HK,,,,"https://twitter.com/dog_rates/status/834931633769889797/photo/1,https://twitter.com/dog_rates/status/834931633769889797/photo/1,https://twitter.com/dog_rates/status/834931633769889797/photo/1",12.0,10.0,Tucker,,11838.0,1878.0,,1,Ice Bear,33.06,False,Soft-Coated Wheaten Terrier,19.65,True,Irish Terrier,7.31,True
834786237630337024,,,2017-02-23 15:25:23+00:00,Twitter for iphone,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love https://t.co/3FIqvumEXE,,,,https://twitter.com/dog_rates/status/834786237630337024/photo/1,13.0,10.0,Tobi,,22943.0,6159.0,,1,Border Terrier,15.63,True,Norwegian Elkhound,12.59,True,Boston Bull,9.662,True
834574053763584002,,,2017-02-23 01:22:14+00:00,Twitter for iphone,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,,,,https://twitter.com/dog_rates/status/834574053763584002/photo/1,13.0,10.0,,doggo,14993.0,2882.0,,1,Toilet Tissue,26.29,False,Golden Retriever,22.66,True,Bathtub,7.888,False
834458053273591808,,,2017-02-22 17:41:18+00:00,Twitter for iphone,"Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both 12/10 symbiotic af https://t.co/8ZOZS2FSJe",,,,https://twitter.com/dog_rates/status/834458053273591808/photo/1,12.0,10.0,Chester,,10512.0,1899.0,,1,Rhodesian Ridgeback,46.86,True,Whippet,17.75,True,Redbone,10.655,True
834209720923721728,,,2017-02-22 01:14:30+00:00,Twitter for iphone,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10 https://t.co/FaeinVjzTZ,,,,"https://twitter.com/dog_rates/status/834209720923721728/photo/1,https://twitter.com/dog_rates/status/834209720923721728/photo/1",12.0,10.0,Wilson,,22594.0,5476.0,,1,Golden Retriever,75.48,True,Pekinese,19.79,True,Labrador Retriever,0.865,True
834167344700198914,,,2017-02-21 22:26:07+00:00,Twitter for iphone,This is Sunshine. She doesn't believe in personal space. Eyes pretty far apart for a dog. Has horns (whoa). 11/10 would pet with wonder https://t.co/o3bhLguymB,,,,https://twitter.com/dog_rates/status/834167344700198914/photo/1,11.0,10.0,Sunshine,,17194.0,4130.0,,1,Ox,99.17,False,Bison,0.53,False,Water Buffalo,0.113,False
834086379323871233,,,2017-02-21 17:04:24+00:00,Twitter for iphone,This is Lipton. He's a West Romanian Snuggle Pup. Only a few left of his kind. 12/10 would boop https://t.co/5KmXPIGgAG,,,,https://twitter.com/dog_rates/status/834086379323871233/photo/1,12.0,10.0,Lipton,,14296.0,2512.0,,1,Bath Towel,73.68,False,Sleeping Bag,6.3,False,Labrador Retriever,4.526,True
833863086058651648,,,2017-02-21 02:17:06+00:00,Twitter for iphone,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,,,,"https://twitter.com/dog_rates/status/833863086058651648/photo/1,https://twitter.com/dog_rates/status/833863086058651648/photo/1",12.0,10.0,Bentley,,14661.0,2729.0,,1,Kuvasz,49.5,True,Great Pyrenees,31.26,True,Golden Retriever,14.174,True
833826103416520705,,,2017-02-20 23:50:09+00:00,Twitter for iphone,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws. 13/10 assertive af https://t.co/WTzhtfevKY,,,,"https://twitter.com/dog_rates/status/833826103416520705/photo/1,https://twitter.com/dog_rates/status/833826103416520705/photo/1",13.0,10.0,Charlie,,16728.0,3904.0,,1,Chihuahua,43.81,True,Kelpie,14.97,True,Pembroke,9.648,True
833722901757046785,,,2017-02-20 17:00:04+00:00,Twitter for iphone,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1MQWO2PET,,,,"https://twitter.com/dog_rates/status/833722901757046785/photo/1,https://twitter.com/dog_rates/status/833722901757046785/photo/1",13.0,10.0,Bronte,,22585.0,3636.0,,1,West Highland White Terrier,91.81,True,Maltese Dog,2.57,True,Lakeland Terrier,2.021,True
833479644947025920,,,2017-02-20 00:53:27+00:00,Twitter for iphone,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,,,,"https://twitter.com/dog_rates/status/833479644947025920/photo/1,https://twitter.com/dog_rates/status/833479644947025920/photo/1,https://twitter.com/dog_rates/status/833479644947025920/photo/1",13.0,10.0,Poppy,,16258.0,2357.0,,3,Golden Retriever,72.7,True,Cocker Spaniel,7.11,True,Tibetan Mastiff,4.869,True
833124694597443584,,,2017-02-19 01:23:00+00:00,Twitter for iphone,This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,,,,"https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1",12.0,10.0,Gidget,pupper,22133.0,5513.0,,3,Cardigan,71.05,True,Kelpie,10.61,True,Shopping Cart,5.548,False
832998151111966721,,,2017-02-18 17:00:10+00:00,Twitter for iphone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",,,,"https://twitter.com/dog_rates/status/832998151111966721/photo/1,https://twitter.com/dog_rates/status/832998151111966721/photo/1",13.0,10.0,Rhino,doggo,14549.0,2522.0,,1,Boxer,53.9,True,French Bulldog,31.76,True,Bull Mastiff,9.393,True
